0.000000	 -0.248513
0.000010	 -0.248584
0.000020	 -0.248656
0.000030	 -0.248727
0.000040	 -0.248798
0.000050	 -0.248870
0.000060	 -0.248941
0.000070	 -0.249012
0.000080	 -0.249084
0.000090	 -0.249155
0.000100	 -0.249226
0.000110	 -0.249297
0.000120	 -0.249369
0.000130	 -0.249440
0.000140	 -0.249511
0.000150	 -0.249582
0.000160	 -0.249653
0.000170	 -0.249725
0.000180	 -0.249796
0.000190	 -0.249867
0.000200	 -0.249938
0.000210	 -0.250009
0.000220	 -0.250080
0.000230	 -0.250151
0.000240	 -0.250222
0.000250	 -0.250293
0.000260	 -0.250364
0.000270	 -0.250435
0.000280	 -0.250506
0.000290	 -0.250577
0.000300	 -0.250648
0.000310	 -0.250719
0.000320	 -0.250789
0.000330	 -0.250860
0.000340	 -0.250931
0.000350	 -0.251002
0.000360	 -0.251073
0.000370	 -0.251143
0.000380	 -0.251214
0.000390	 -0.251285
0.000400	 -0.251356
0.000410	 -0.251426
0.000420	 -0.251497
0.000430	 -0.251568
0.000440	 -0.251638
0.000450	 -0.251709
0.000460	 -0.251779
0.000470	 -0.251850
0.000480	 -0.251921
0.000490	 -0.251991
0.000500	 -0.252062
0.000510	 -0.252132
0.000520	 -0.252203
0.000530	 -0.252273
0.000540	 -0.252343
0.000550	 -0.252414
0.000560	 -0.252484
0.000570	 -0.252555
0.000580	 -0.252625
0.000590	 -0.252695
0.000600	 -0.252766
0.000610	 -0.252836
0.000620	 -0.252906
0.000630	 -0.252976
0.000640	 -0.253047
0.000650	 -0.253117
0.000660	 -0.253187
0.000670	 -0.253257
0.000680	 -0.253327
0.000690	 -0.253397
0.000700	 -0.253467
0.000710	 -0.253538
0.000720	 -0.253608
0.000730	 -0.253678
0.000740	 -0.253748
0.000750	 -0.253818
0.000760	 -0.253888
0.000770	 -0.253958
0.000780	 -0.254027
0.000790	 -0.254097
0.000800	 -0.254167
0.000810	 -0.254237
0.000820	 -0.254307
0.000830	 -0.254377
0.000840	 -0.254447
0.000850	 -0.254516
0.000860	 -0.254586
0.000870	 -0.254656
0.000880	 -0.254725
0.000890	 -0.254795
0.000900	 -0.254865
0.000910	 -0.254934
0.000920	 -0.255004
0.000930	 -0.255074
0.000940	 -0.255143
0.000950	 -0.255213
0.000960	 -0.255282
0.000970	 -0.255352
0.000980	 -0.255421
0.000990	 -0.255491
0.001000	 -0.255560
0.001010	 -0.255630
0.001020	 -0.255699
0.001030	 -0.255768
0.001040	 -0.255838
0.001050	 -0.255907
0.001060	 -0.255976
0.001070	 -0.256045
0.001080	 -0.256115
0.001090	 -0.256184
0.001100	 -0.256253
0.001110	 -0.256322
0.001120	 -0.256391
0.001130	 -0.256461
0.001140	 -0.256530
0.001150	 -0.256599
0.001160	 -0.256668
0.001170	 -0.256737
0.001180	 -0.256806
0.001190	 -0.256875
0.001200	 -0.256944
0.001210	 -0.257013
0.001220	 -0.257082
0.001230	 -0.257151
0.001240	 -0.257219
0.001250	 -0.257288
0.001260	 -0.257357
0.001270	 -0.257426
0.001280	 -0.257495
0.001290	 -0.257563
0.001300	 -0.257632
0.001310	 -0.257701
0.001320	 -0.257769
0.001330	 -0.257838
0.001340	 -0.257907
0.001350	 -0.257975
0.001360	 -0.258044
0.001370	 -0.258112
0.001380	 -0.258181
0.001390	 -0.258249
0.001400	 -0.258318
0.001410	 -0.258386
0.001420	 -0.258455
0.001430	 -0.258523
0.001440	 -0.258591
0.001450	 -0.258660
0.001460	 -0.258728
0.001470	 -0.258796
0.001480	 -0.258865
0.001490	 -0.258933
0.001500	 -0.259001
0.001510	 -0.259069
0.001520	 -0.259137
0.001530	 -0.259205
0.001540	 -0.259273
0.001550	 -0.259342
